Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Final_Exam_Score
,86.1,High,Medium,No,7.1,89.7,Low,Yes,0.0,56.6
10.5,64.8,High,Low,Yes,6.2,61.9,Low,Yes,2.0,41.9
18.9,75.0,Medium,Low,No,5.8,88.3,Low,Yes,1.0,53.5
19.4,82.1,Medium,Medium,Yes,7.0,70.7,Low,Yes,0.0,56.9
14.5,72.7,High,Medium,Yes,7.7,98.0,Low,Yes,2.0,65.9
12.7,69.1,Low,Medium,No,5.7,64.5,Low,No,2.0,39.0
22.5,86.0,Medium,High,Yes,6.2,52.5,Low,Yes,0.0,52.5
19.6,84.6,High,High,No,7.2,68.4,Low,Yes,1.0,61.4
25.6,99.3,Medium,Medium,Yes,7.7,87.1,Low,Yes,3.0,75.0
17.7,67.6,Medium,Low,Yes,8.8,75.2,Low,Yes,0.0,43.6
28.0,78.0,High,High,No,9.9,66.1,Low,Yes,2.0,58.4
15.5,86.5,Low,Medium,No,7.5,99.7,Low,Yes,0.0,61.1
19.2,96.0,Medium,High,Yes,8.4,89.4,Low,Yes,0.0,65.7
32.9,76.3,High,High,Yes,7.1,57.7,Low,Yes,2.0,68.3
15.0,81.5,High,Medium,Yes,4.1,50.1,Low,Yes,2.0,48.4
26.1,97.9,Medium,Medium,Yes,7.1,95.9,Low,Yes,1.0,78.3
34.8,78.3,Medium,Low,Yes,6.7,67.4,Low,Yes,0.0,64.1
20.7,70.7,Medium,Medium,Yes,7.2,51.1,Low,Yes,0.0,44.1
19.4,74.4,Low,Medium,No,8.8,83.5,Low,Yes,1.0,60.6
23.8,76.3,High,High,Yes,5.9,69.2,Low,Yes,1.0,58.3
24.7,94.5,Low,Low,No,9.9,54.3,Low,Yes,1.0,55.4
24.0,77.5,Low,Medium,No,8.7,61.8,Low,Yes,3.0,63.0
10.3,88.0,High,Medium,Yes,9.6,80.7,Low,Yes,3.0,59.5
26.0,64.2,Medium,,Yes,7.9,83.1,Low,Yes,2.0,61.1
17.0,64.2,High,High,Yes,8.6,74.3,Low,Yes,0.0,50.1
32.4,68.8,High,Medium,No,,89.7,Low,Yes,1.0,69.7
15.3,72.8,Medium,Medium,Yes,5.7,81.5,Low,Yes,0.0,51.9
23.3,92.4,Medium,Medium,Yes,8.9,68.3,Low,Yes,2.0,60.0
19.6,65.7,Medium,High,Yes,9.4,56.1,Low,Yes,1.0,47.9
24.8,62.8,High,Medium,Yes,7.1,91.5,Low,Yes,1.0,66.1
18.6,86.2,High,Medium,Yes,7.7,61.1,Low,Yes,2.0,53.4
20.2,96.5,Medium,High,Yes,7.2,85.5,Low,Yes,2.0,63.0
12.5,81.0,Low,Low,No,6.7,69.9,Low,Yes,4.0,56.4
32.2,85.1,Medium,High,Yes,9.0,96.4,Low,Yes,2.0,76.3
27.2,62.6,High,Medium,No,7.8,75.2,Low,Yes,3.0,66.0
16.4,82.0,Low,Low,Yes,6.2,83.3,Low,Yes,1.0,54.6
15.4,87.5,Low,Low,No,8.0,88.0,Low,Yes,2.0,57.0
23.7,85.2,Medium,High,Yes,6.4,50.9,Low,No,2.0,48.1
21.8,85.6,Low,Medium,No,5.6,76.9,Low,Yes,2.0,50.6
21.2,72.0,Medium,Medium,No,5.1,71.2,Low,Yes,0.0,45.3
18.1,72.1,High,High,No,7.1,85.8,Low,No,4.0,67.4
15.4,72.9,High,Low,Yes,7.1,62.8,Low,Yes,0.0,38.0
22.7,68.1,Medium,Medium,Yes,7.5,60.1,Low,Yes,3.0,54.0
36.7,66.1,Medium,High,Yes,5.9,69.9,Low,No,1.0,67.8
30.0,78.6,High,Medium,Yes,6.2,99.3,Low,Yes,0.0,72.2
19.2,87.2,Medium,High,No,8.2,93.9,Low,,0.0,62.3
27.9,75.1,Medium,Low,Yes,7.1,62.0,Low,Yes,0.0,50.9
19.0,89.9,Medium,High,Yes,6.9,70.8,Low,Yes,3.0,62.9
12.2,92.4,Low,Medium,Yes,6.5,85.8,Low,Yes,0.0,50.5
12.4,80.7,Medium,Low,Yes,7.4,61.3,Low,Yes,4.0,53.5
29.5,92.9,Low,Low,Yes,,65.8,Low,Yes,2.0,58.8
17.7,92.5,High,Low,Yes,6.7,72.6,Low,Yes,0.0,54.9
12.9,96.2,Medium,Medium,Yes,8.2,90.7,Low,No,3.0,55.0
33.5,60.3,Medium,Medium,No,6.1,92.1,Low,Yes,0.0,67.1
21.8,71.2,Medium,Medium,Yes,6.6,90.2,Low,Yes,1.0,65.2
16.9,78.5,Medium,Low,Yes,8.9,68.4,Low,Yes,2.0,53.1
30.3,96.8,Low,Medium,No,6.0,61.8,Low,Yes,2.0,59.0
12.5,60.9,Medium,High,Yes,5.5,89.7,Low,Yes,2.0,62.8
24.7,98.0,Medium,Medium,No,9.9,58.5,Low,Yes,2.0,60.5
24.7,67.4,Medium,Medium,No,5.3,61.7,Low,Yes,4.0,48.5
25.0,91.6,High,Medium,No,5.7,61.5,Low,Yes,0.0,58.9
23.7,87.6,High,Low,Yes,5.3,63.2,Low,No,3.0,53.5
22.3,,Medium,Medium,Yes,7.4,62.7,Low,Yes,1.0,49.4
29.5,80.5,Medium,High,Yes,8.0,84.7,Low,Yes,2.0,62.8
21.4,94.7,Medium,Medium,Yes,10.0,66.2,Low,Yes,3.0,60.3
18.2,67.4,High,Medium,No,6.9,90.5,Low,Yes,1.0,57.4
18.9,70.8,Low,High,No,6.7,100.0,Low,Yes,2.0,62.2
22.9,92.0,Low,Medium,Yes,7.9,63.0,Low,Yes,2.0,62.5
21.8,83.2,Medium,Medium,No,8.3,80.1,Low,Yes,0.0,55.0
24.7,88.4,Medium,Medium,Yes,8.7,67.2,Low,Yes,0.0,50.2
16.7,92.1,Medium,Medium,Yes,7.2,79.2,Low,Yes,0.0,56.2
30.3,86.1,High,Medium,No,6.3,81.1,Low,Yes,1.0,69.7
15.9,67.8,High,Medium,Yes,6.8,84.7,Low,Yes,3.0,61.8
25.2,,,Low,No,6.2,86.4,Low,Yes,0.0,60.6
26.7,89.9,Medium,Medium,Yes,6.1,84.8,Low,Yes,0.0,63.5
18.4,87.6,High,High,No,7.6,63.1,Low,No,1.0,58.3
15.5,61.0,Low,Medium,No,7.5,65.2,Low,Yes,2.0,53.9
21.7,69.0,Medium,Medium,Yes,8.7,55.3,Low,Yes,4.0,55.2
15.7,77.1,Medium,Low,Yes,8.7,90.7,Low,Yes,0.0,52.6
24.0,99.6,High,Medium,Yes,9.4,83.5,Low,Yes,2.0,70.1
9.7,61.3,Medium,Medium,No,9.2,62.5,Low,Yes,1.0,38.8
18.1,61.4,High,Medium,Yes,7.9,83.9,Low,Yes,2.0,49.4
14.5,80.2,Medium,High,No,7.9,66.2,Low,Yes,2.0,60.8
24.8,90.5,Medium,Medium,Yes,7.2,64.8,Low,No,0.0,51.3
20.7,95.0,Medium,High,Yes,6.9,72.0,Low,Yes,0.0,65.5
18.9,70.0,Low,Low,No,7.1,85.1,Low,Yes,2.0,51.0
21.3,78.2,Medium,High,No,8.0,57.5,Low,Yes,1.0,49.3
20.4,70.6,Medium,Medium,No,9.3,83.1,Low,Yes,4.0,59.0
12.7,74.5,High,Low,Yes,6.3,62.0,Low,Yes,3.0,45.0
22.9,91.3,Medium,Medium,No,7.0,76.4,Low,Yes,2.0,64.9
17.8,85.7,Medium,Medium,No,7.6,53.1,Low,Yes,2.0,54.2
14.6,78.7,Medium,High,No,5.6,75.6,Low,Yes,4.0,68.1
30.7,69.9,Medium,Medium,Yes,6.6,60.9,Low,Yes,4.0,63.2
16.3,61.2,Medium,High,Yes,6.9,79.7,Low,Yes,0.0,48.6
11.5,74.3,Medium,High,No,7.5,56.5,Low,Yes,3.0,47.8
15.7,61.9,Medium,High,Yes,5.8,96.2,Low,Yes,2.0,62.7
19.2,90.3,Medium,Medium,Yes,9.0,81.2,Low,Yes,1.0,62.5
19.0,84.1,High,Medium,Yes,6.0,79.1,Low,Yes,0.0,60.4
21.8,62.6,Low,Medium,No,5.3,55.4,Low,Yes,3.0,50.1
15.7,79.8,Low,Medium,Yes,6.3,87.7,Low,Yes,2.0,55.8
23.1,67.7,Medium,Low,No,5.2,77.7,Low,Yes,1.0,56.9
22.9,92.1,Medium,Medium,No,6.1,97.7,Low,Yes,1.0,77.5
20.7,85.8,Low,Medium,Yes,6.7,,Low,No,0.0,52.3
16.8,68.2,Medium,High,No,6.6,78.6,Low,Yes,2.0,56.5
26.1,87.6,Low,High,Yes,9.1,91.8,Low,Yes,0.0,67.9
24.7,73.9,High,Medium,Yes,8.7,60.4,Low,Yes,2.0,56.6
22.2,99.2,Medium,Low,No,6.2,78.4,Low,Yes,1.0,60.2
23.1,62.8,Low,Low,Yes,6.1,83.2,Low,Yes,1.0,58.0
27.5,88.6,High,Medium,Yes,7.5,78.2,Low,No,1.0,55.7
29.0,97.2,Medium,Medium,No,7.1,88.1,Low,Yes,0.0,64.4
17.3,71.0,High,Medium,Yes,8.5,67.1,Low,Yes,0.0,43.7
12.3,68.5,High,High,Yes,7.8,71.4,Low,Yes,0.0,48.5
31.0,76.1,Medium,Low,Yes,8.4,50.7,Low,,2.0,51.7
23.0,99.4,Medium,Medium,No,8.8,73.8,Low,Yes,2.0,53.4
14.6,75.2,High,Medium,Yes,8.7,52.0,Low,Yes,1.0,46.2
25.2,99.1,Medium,Medium,Yes,4.7,94.1,Low,Yes,1.0,66.8
18.9,81.3,Medium,Low,No,8.3,70.5,Low,Yes,2.0,57.7
28.5,78.1,Medium,Medium,No,7.4,89.3,Low,Yes,2.0,69.9
25.8,76.5,Low,High,No,6.2,88.2,Low,Yes,2.0,59.9
17.4,86.5,Medium,Low,No,7.7,81.4,Low,Yes,1.0,54.3
18.0,91.8,Medium,Low,Yes,7.6,69.1,Low,Yes,0.0,57.0
15.9,71.2,Medium,High,No,6.7,73.7,Low,Yes,3.0,60.2
19.9,63.9,Medium,Medium,No,9.6,89.0,Low,Yes,1.0,48.8
14.0,82.0,Medium,Medium,No,7.4,62.9,Low,Yes,2.0,55.9
13.2,93.1,Low,Low,Yes,7.6,67.4,Low,Yes,2.0,49.8
15.3,66.6,Medium,High,Yes,7.5,79.0,Low,Yes,1.0,46.2
21.7,87.2,Low,Low,Yes,8.1,86.6,Low,Yes,0.0,61.5
21.9,89.0,Low,Medium,Yes,6.7,76.2,Low,Yes,3.0,61.6
13.4,86.2,Low,Medium,No,8.3,94.2,Low,Yes,4.0,64.9
20.8,90.4,High,Low,No,9.5,63.8,Low,Yes,2.0,54.2
12.1,80.2,Medium,Medium,Yes,5.1,89.6,Low,No,2.0,53.5
16.7,88.0,Medium,Medium,Yes,8.9,65.7,Low,Yes,0.0,42.9
25.4,93.0,Medium,High,No,5.9,96.4,Low,Yes,2.0,70.1
24.8,71.4,Medium,Medium,No,5.6,70.6,Low,Yes,3.0,60.6
20.4,72.5,Low,High,Yes,10.0,83.4,Low,Yes,4.0,60.3
14.5,95.0,High,Medium,No,6.3,74.1,Low,Yes,2.0,66.8
18.0,62.9,Low,Medium,No,4.5,59.6,Low,Yes,0.0,44.4
20.8,93.2,Medium,Low,Yes,9.1,73.4,Low,Yes,5.0,64.5
19.8,75.7,Medium,Medium,No,6.2,67.6,Low,Yes,2.0,54.3
4.7,83.2,Medium,Low,No,8.1,55.6,Low,Yes,0.0,35.0
27.1,98.9,High,Low,Yes,7.6,67.1,Low,Yes,0.0,60.3
19.2,94.3,Medium,Low,No,6.5,54.0,Low,Yes,2.0,53.5
26.7,68.1,Medium,High,Yes,4.5,89.1,Low,Yes,5.0,72.9
19.0,68.4,Medium,High,Yes,8.9,69.4,Low,Yes,0.0,44.7
28.6,86.3,Medium,Medium,Yes,7.3,51.0,Low,No,3.0,54.4
14.2,85.6,High,Medium,No,9.9,87.8,Low,Yes,1.0,68.2
21.2,95.4,Medium,Medium,No,7.3,66.5,Low,Yes,1.0,57.0
23.4,76.1,High,Medium,Yes,6.5,88.6,Low,Yes,5.0,67.1
9.8,64.3,Medium,Low,Yes,9.2,56.0,Low,Yes,1.0,36.7
16.4,75.7,Medium,Low,Yes,4.8,73.5,Low,Yes,1.0,52.1
20.5,71.5,High,High,Yes,8.6,55.3,Low,Yes,0.0,44.1
28.1,95.5,Medium,Medium,No,6.0,77.5,Low,Yes,4.0,63.8
28.6,73.0,High,Medium,Yes,6.1,88.6,Low,Yes,3.0,71.6
23.9,60.2,High,Low,Yes,7.2,97.1,Low,No,0.0,62.0
14.3,81.2,Medium,Medium,No,7.5,59.2,Low,Yes,2.0,50.2
12.3,84.8,Medium,Medium,Yes,7.3,74.6,Low,Yes,1.0,54.3
26.3,67.4,Medium,Medium,No,9.4,64.6,Low,Yes,1.0,55.0
16.9,93.4,Medium,Medium,Yes,6.8,86.7,Low,Yes,3.0,61.2
16.1,60.9,High,Medium,No,7.5,79.2,Low,Yes,1.0,49.3
22.1,83.9,Medium,Medium,Yes,8.9,89.8,Low,No,,67.2
17.3,83.0,Medium,Low,Yes,8.5,98.5,Low,Yes,0.0,64.8
9.7,69.2,Low,Medium,No,4.6,61.6,Low,Yes,2.0,41.5
8.1,81.5,Medium,Low,No,9.5,82.2,Low,Yes,1.0,56.0
24.0,96.3,High,Medium,Yes,6.9,74.8,Low,Yes,1.0,56.7
24.6,75.3,Medium,Low,No,8.5,56.0,Low,Yes,4.0,50.1
19.1,93.1,Low,Medium,No,7.8,57.0,Low,Yes,0.0,53.1
17.2,69.2,Medium,Medium,No,5.8,93.7,Low,Yes,1.0,52.7
20.0,80.2,Medium,Medium,Yes,6.8,94.5,Low,No,2.0,59.7
7.2,96.2,Medium,Low,No,6.8,74.7,Low,Yes,2.0,43.7
17.9,96.4,High,Low,No,6.5,59.3,Low,Yes,1.0,48.3
13.4,79.6,High,Medium,No,7.3,60.3,Low,Yes,1.0,39.7
26.0,65.8,Medium,Medium,Yes,4.0,90.2,Low,Yes,0.0,63.4
20.6,80.2,Low,Medium,Yes,8.6,73.9,Low,Yes,0.0,56.9
31.9,83.7,Medium,High,Yes,7.0,86.2,Low,Yes,1.0,66.5
21.3,73.0,Low,High,No,4.0,83.8,Low,Yes,2.0,61.3
28.8,77.6,Medium,Medium,No,7.0,66.0,Low,Yes,2.0,62.0
18.9,65.1,Medium,Medium,Yes,7.6,67.1,Low,Yes,4.0,61.3
7.7,63.3,Medium,Medium,No,9.4,76.9,Low,Yes,2.0,47.8
25.4,74.5,Medium,High,No,4.7,87.4,Low,Yes,3.0,72.1
28.8,75.5,High,Low,Yes,5.9,73.9,Low,Yes,0.0,58.0
11.6,94.7,Medium,High,Yes,7.3,69.7,Low,Yes,1.0,61.9
31.0,76.7,Medium,High,Yes,7.0,87.6,Low,Yes,5.0,74.4
33.0,93.0,High,High,Yes,5.1,76.2,Low,Yes,2.0,71.1
12.6,97.5,High,Medium,No,8.1,82.7,Low,Yes,1.0,60.7
20.3,98.8,High,High,Yes,8.1,87.7,Low,Yes,2.0,77.4
16.9,90.8,Medium,Medium,No,7.3,99.2,Low,Yes,1.0,67.6
16.9,79.0,Medium,Medium,Yes,8.9,85.2,Low,Yes,3.0,61.5
23.1,87.1,High,High,No,9.3,76.8,Low,Yes,0.0,64.6
14.2,87.7,Low,High,No,6.2,64.4,Low,Yes,1.0,53.6
16.1,85.7,High,Medium,No,7.7,79.4,Low,Yes,3.0,54.1
12.6,71.5,Medium,High,Yes,8.4,64.0,Low,Yes,1.0,55.1
15.4,93.3,High,Low,Yes,8.1,72.0,Low,Yes,1.0,49.7
16.0,86.2,Medium,Medium,No,8.3,60.9,Low,Yes,0.0,48.4
12.4,71.7,High,High,Yes,6.5,69.4,Low,Yes,1.0,45.4
25.6,90.5,Low,Medium,No,9.8,85.8,Low,Yes,1.0,63.8
24.9,90.3,Low,High,Yes,7.4,51.8,Low,Yes,1.0,55.1
26.1,72.5,Medium,High,No,8.0,68.4,Low,No,3.0,58.6
19.4,95.7,Medium,High,Yes,6.8,53.6,Low,Yes,3.0,56.1
26.1,60.7,Medium,Medium,No,7.0,64.3,Low,Yes,3.0,53.9
22.4,69.9,High,High,Yes,8.4,84.7,Low,Yes,2.0,68.5
22.3,95.0,High,Low,No,7.2,90.6,Low,Yes,1.0,60.9
20.7,66.3,Medium,Medium,Yes,6.8,50.2,Low,Yes,0.0,45.6
20.1,61.3,Medium,Low,No,9.0,90.2,Low,Yes,4.0,65.4
21.8,60.3,Medium,High,Yes,7.0,82.2,Low,No,1.0,59.0
27.7,94.5,Medium,Medium,Yes,8.4,73.2,Low,Yes,1.0,63.5
15.4,82.1,High,Medium,Yes,7.6,50.4,Low,Yes,1.0,43.0
19.5,81.0,Medium,Medium,Yes,6.5,57.5,Low,Yes,2.0,47.8
12.9,81.9,Medium,Medium,No,6.5,73.0,Low,Yes,1.0,48.1
33.4,78.3,Medium,Medium,No,7.9,51.3,Low,Yes,0.0,48.8
15.4,64.8,High,Low,Yes,5.9,73.2,Low,Yes,1.0,48.5
31.0,75.9,High,Medium,No,6.7,66.2,Low,Yes,2.0,59.1
13.4,65.3,High,Medium,Yes,7.4,60.8,Low,Yes,2.0,47.2
18.6,98.2,Medium,High,No,8.7,62.3,Low,Yes,3.0,61.3
27.0,99.4,Medium,Medium,Yes,8.6,60.7,Low,Yes,1.0,67.6
15.4,60.4,High,High,No,6.0,67.9,Low,Yes,3.0,57.2
24.7,74.1,Medium,Medium,Yes,6.1,56.4,Low,Yes,0.0,49.3
20.6,70.6,Medium,High,No,6.5,96.6,Low,Yes,2.0,64.7
22.7,98.5,Medium,Medium,Yes,7.5,70.9,Low,Yes,,61.0
15.4,73.3,Medium,Medium,Yes,7.9,76.6,Low,Yes,0.0,53.8
13.9,64.6,Medium,High,No,8.1,96.8,Low,Yes,0.0,57.9
22.0,73.5,Low,Medium,No,5.7,63.8,Low,Yes,4.0,54.5
21.7,75.0,Medium,Medium,Yes,10.0,71.6,Low,Yes,1.0,59.2
19.3,99.2,Medium,Medium,Yes,8.8,87.7,Low,Yes,0.0,65.5
21.6,73.6,Low,Medium,Yes,5.1,88.0,Low,Yes,0.0,63.2
26.9,70.6,Medium,High,No,6.3,65.9,Low,Yes,1.0,53.0
26.0,69.8,Medium,Low,Yes,7.2,91.0,Low,Yes,0.0,61.1
20.8,94.5,High,Medium,Yes,7.6,71.6,Low,Yes,3.0,66.0
14.3,86.3,Low,Medium,Yes,7.9,86.0,Low,Yes,1.0,63.1
16.2,73.1,High,Low,Yes,10.0,60.9,Low,Yes,0.0,48.3
16.9,96.2,Low,Medium,No,6.4,78.2,Low,Yes,3.0,56.8
13.6,73.2,Medium,Low,Yes,8.2,54.1,Low,Yes,0.0,33.6
22.5,96.5,High,High,No,6.3,95.2,Low,Yes,1.0,66.7
18.2,82.1,Medium,Low,No,8.1,57.0,Low,Yes,2.0,46.5
9.1,76.7,Medium,Medium,Yes,7.7,98.4,Low,Yes,2.0,59.1
25.0,88.3,High,Medium,No,6.6,84.5,Low,Yes,1.0,69.3
20.7,78.8,Medium,Medium,No,6.9,86.3,Low,Yes,1.0,63.6
21.5,75.4,Low,Low,Yes,8.0,62.2,Low,Yes,2.0,51.3
28.9,61.7,Low,High,No,8.7,79.1,Low,Yes,1.0,59.4
17.7,92.4,Medium,Medium,No,8.5,53.4,Low,Yes,2.0,50.5
20.2,69.9,High,Low,Yes,4.9,96.1,Low,Yes,0.0,61.0
14.5,84.9,High,High,Yes,7.8,62.3,Low,Yes,0.0,50.3
14.3,89.4,Medium,Low,No,6.7,91.1,Low,Yes,2.0,58.9
16.6,70.8,Medium,High,No,8.1,84.6,Low,Yes,0.0,51.1
24.4,60.2,Medium,Medium,No,6.1,98.7,Low,Yes,2.0,69.8
20.4,67.2,Medium,Low,No,6.7,71.4,Low,Yes,2.0,52.5
14.8,85.0,Medium,Medium,Yes,9.7,91.4,Low,Yes,1.0,64.8
20.3,71.6,Medium,High,Yes,6.2,80.4,Low,Yes,3.0,60.7
19.4,61.0,Medium,Low,Yes,9.4,96.2,Low,Yes,0.0,56.3
25.4,86.9,Low,Medium,No,8.6,73.3,Low,Yes,1.0,59.6
15.0,96.7,High,High,Yes,8.1,78.9,Low,Yes,1.0,54.9
11.3,94.0,Low,Medium,Yes,8.9,60.3,Low,Yes,1.0,50.3
22.0,63.2,Medium,High,,8.6,51.6,Low,Yes,1.0,52.7
19.0,71.3,,Low,No,8.9,85.2,Low,No,3.0,60.3
19.0,94.4,Medium,High,No,7.1,71.0,Low,Yes,3.0,66.9
14.4,82.3,Medium,Low,No,6.1,55.1,Low,Yes,3.0,49.1
21.6,93.0,Medium,Medium,No,7.8,91.1,Low,Yes,2.0,71.7
9.7,69.1,Medium,Medium,No,7.6,89.1,Low,Yes,1.0,49.1
22.0,76.1,Medium,Medium,No,6.3,56.9,Low,Yes,0.0,50.7
21.6,63.1,Medium,High,No,5.4,55.9,Low,Yes,1.0,43.5
15.9,64.9,High,Medium,Yes,7.7,98.5,Low,Yes,2.0,49.5
27.1,69.8,High,Medium,Yes,7.2,70.5,Low,Yes,1.0,57.7
23.8,74.0,Low,Medium,Yes,6.8,,Low,No,2.0,70.7
17.1,68.4,High,Medium,Yes,8.1,70.3,Low,Yes,1.0,50.2
13.2,97.7,High,Medium,No,8.8,87.9,Low,Yes,1.0,60.3
33.0,64.1,High,Medium,Yes,7.7,53.4,Low,Yes,0.0,48.9
30.2,65.9,Medium,Medium,Yes,5.6,58.5,Low,Yes,1.0,50.5
21.6,76.1,Medium,Medium,Yes,5.7,98.1,Low,Yes,3.0,74.9
22.8,82.8,Low,High,No,8.3,86.5,Low,Yes,4.0,76.4
17.4,60.6,Low,Medium,Yes,7.9,52.3,Low,Yes,0.0,40.6
24.2,66.7,Low,High,No,6.3,96.2,Low,Yes,1.0,66.3
15.1,82.8,Low,Medium,No,6.0,92.8,Low,Yes,4.0,58.3
15.6,76.5,Medium,High,Yes,5.7,56.6,Low,Yes,0.0,45.6
16.8,69.4,Low,High,No,7.8,65.2,Low,Yes,2.0,56.3
17.4,71.9,Medium,Medium,Yes,6.9,92.1,Low,Yes,0.0,64.7
10.7,77.0,Medium,High,No,9.8,96.2,Low,Yes,0.0,51.4
12.4,,Medium,High,Yes,7.2,53.5,Low,Yes,2.0,43.5
20.1,82.9,Medium,Medium,Yes,7.7,84.7,Low,Yes,1.0,61.9
18.4,96.5,High,Medium,No,7.9,81.2,Low,Yes,3.0,64.6
13.8,71.1,Medium,Medium,Yes,7.5,71.7,Low,Yes,1.0,53.7
31.3,79.3,Low,High,Yes,5.7,77.7,Low,Yes,1.0,61.9
10.5,88.6,Medium,High,Yes,7.6,93.0,Low,Yes,3.0,72.7
17.8,83.2,Medium,Medium,No,6.3,65.3,Low,No,2.0,49.8
20.0,84.3,Medium,Medium,Yes,9.5,56.4,Low,Yes,0.0,51.0
17.1,96.9,Medium,Medium,No,6.9,85.5,Low,Yes,0.0,61.6
3.4,77.5,Medium,High,Yes,5.0,57.5,Low,Yes,1.0,41.1
26.2,73.2,Medium,High,Yes,7.1,97.5,Low,Yes,3.0,68.8
13.9,73.5,Medium,Low,No,6.3,,Low,Yes,3.0,44.3
27.8,95.9,High,Medium,Yes,9.1,79.5,Low,Yes,1.0,63.2
25.5,87.7,High,Medium,Yes,8.6,63.6,Low,Yes,1.0,54.7
13.3,88.2,High,Medium,Yes,5.7,53.6,Low,Yes,1.0,49.8
24.7,67.8,Medium,Medium,Yes,6.8,70.0,Low,Yes,3.0,65.9
23.0,60.6,Medium,Medium,No,9.3,78.7,Low,Yes,0.0,53.2
18.3,93.2,Medium,Low,No,7.3,66.0,Low,Yes,1.0,55.8
20.8,71.1,High,High,Yes,7.6,76.5,Low,Yes,0.0,52.0
19.2,85.5,Medium,Medium,No,9.3,71.4,Low,,4.0,66.5
23.1,89.5,Medium,Medium,No,7.1,56.6,Low,Yes,1.0,58.0
39.4,74.8,Low,Low,Yes,7.2,76.5,Low,Yes,5.0,70.0
13.9,85.4,High,High,Yes,7.3,94.1,Low,Yes,0.0,58.2
15.7,92.7,Medium,High,Yes,5.2,83.8,Low,Yes,0.0,67.3
15.2,84.2,High,Medium,Yes,6.6,91.1,Low,Yes,0.0,62.3
28.8,64.3,Medium,Medium,No,6.0,73.0,Low,Yes,1.0,56.7
20.4,90.2,High,Medium,No,6.8,56.2,Low,Yes,2.0,44.6
12.9,70.5,Medium,Medium,Yes,7.8,74.0,Low,Yes,3.0,54.1
20.0,83.3,Medium,Medium,No,9.7,97.0,Low,Yes,4.0,67.7
20.0,75.3,Medium,Low,Yes,9.4,68.2,Low,Yes,1.0,55.0
13.5,93.4,Medium,Medium,Yes,6.9,95.7,Low,Yes,1.0,63.8
27.3,85.4,Medium,Medium,Yes,7.4,84.4,Low,Yes,1.0,62.2
20.6,87.2,Medium,High,Yes,5.8,79.1,Low,Yes,0.0,62.2
11.5,91.9,High,Low,Yes,10.0,96.2,Low,Yes,0.0,63.2
29.4,89.4,Low,High,Yes,5.7,54.5,Low,No,2.0,52.8
21.4,93.4,Medium,High,Yes,4.6,80.8,Low,Yes,0.0,65.7
18.8,97.8,Low,Medium,No,8.9,73.3,Low,Yes,1.0,59.4
32.1,64.4,Medium,High,Yes,5.3,90.3,Low,Yes,0.0,70.1
18.4,94.8,High,Medium,Yes,10.0,96.9,Low,Yes,1.0,63.2
27.5,86.2,Medium,Medium,Yes,7.8,62.0,Low,Yes,4.0,59.6
30.6,92.1,Medium,Low,Yes,9.2,54.3,Low,Yes,0.0,55.0
28.0,87.1,Low,High,Yes,5.1,55.1,Low,Yes,2.0,60.7
28.2,61.0,Low,High,No,6.0,52.9,Low,Yes,0.0,46.0
18.1,91.0,Medium,Low,No,9.9,56.9,Low,Yes,2.0,56.5
21.8,73.0,High,Medium,No,6.4,78.0,Low,Yes,0.0,54.6
31.9,68.4,Medium,High,No,6.6,84.6,Low,Yes,0.0,64.1
16.2,60.6,Low,Medium,No,6.1,77.8,Low,Yes,1.0,45.1
12.0,97.0,Medium,High,Yes,7.4,80.1,Low,Yes,3.0,65.6
20.4,80.0,Low,Low,Yes,6.2,57.7,Low,No,3.0,51.6
20.3,72.4,Medium,Medium,Yes,8.1,61.5,Low,Yes,2.0,61.2
,69.8,High,Medium,No,8.5,70.3,Low,Yes,2.0,53.7
17.6,81.3,Medium,High,No,4.9,83.4,Low,Yes,2.0,54.8
19.0,87.8,Medium,Medium,Yes,7.4,99.3,Low,Yes,2.0,65.3
20.0,64.4,Medium,High,Yes,6.3,84.1,Low,Yes,4.0,67.2
16.9,82.5,Medium,Medium,Yes,8.6,87.3,Low,Yes,4.0,67.9
26.1,84.5,Medium,High,Yes,7.6,98.0,Low,Yes,0.0,74.6
17.3,63.6,Medium,Medium,No,7.1,75.4,Low,Yes,4.0,61.6
22.6,73.5,High,Low,Yes,7.7,74.0,Low,Yes,2.0,56.5
20.7,67.3,Medium,Low,Yes,6.0,96.1,Low,Yes,0.0,52.5
17.8,71.4,Low,Medium,Yes,7.3,78.1,Low,Yes,2.0,56.4
21.0,99.4,Medium,High,No,8.2,52.2,Low,No,0.0,54.0
20.7,88.8,Low,High,Yes,4.6,63.0,Low,Yes,1.0,57.5
16.1,75.3,High,High,No,7.0,92.6,Low,Yes,0.0,64.6
17.2,67.6,Medium,Medium,Yes,4.7,66.5,Low,Yes,3.0,46.7
23.7,99.5,High,Medium,Yes,6.1,82.2,Low,Yes,1.0,62.9
29.6,95.8,High,High,Yes,7.6,72.2,Low,Yes,1.0,64.6
14.3,78.1,High,Medium,No,8.0,59.1,Low,,2.0,55.4
17.6,,High,High,Yes,8.4,55.2,Low,Yes,1.0,42.4
22.4,62.7,Medium,Medium,Yes,8.4,92.7,Low,Yes,1.0,57.4
